,Value,Quality,Carry,Profitability,Size,Monmentum
Dates,SGEPVBE Index,SGEPQBE Index,SGEPCBE Index,SGEPPBE Index,SGEPSBE Index,SGEPMBE Index
20/04/2011,1905.1,1743.09,1404.01,1732.41,1556.91,1504.86
21/04/2011,1924.14,1750.36,1410.33,1748.61,1571.29,1519.06
26/04/2011,1933.02,1750.37,1415.59,1750.06,1570.36,1524.38
27/04/2011,1946.22,1753.28,1422.6,1755.34,1573.82,1532.21
28/04/2011,1955.43,1754.62,1433.84,1758.88,1583.9,1539.9
29/04/2011,1959.08,1759.73,1436.8,1765.81,1589.81,1543.54
02/05/2011,1964.07,1764.88,1439.1,1766.31,1589.7,1547.11
03/05/2011,1949.39,1757.36,1431.32,1754.23,1575.89,1533.28
04/05/2011,1934.55,1742.8,1419.94,1735.19,1561.01,1513.34
05/05/2011,1933.43,1743.37,1419.11,1735.64,1562,1510.51
06/05/2011,1959.6,1765.87,1429.28,1757.62,1580.94,1528.5
09/05/2011,1949.04,1771.15,1423.68,1763.42,1588.45,1531.68
10/05/2011,1971.74,1785.85,1435.99,1780.44,1605.46,1545.42
11/05/2011,1979.37,1798.36,1446.52,1787.13,1614.01,1554.37
12/05/2011,1969.31,1791.4,1437.58,1774.17,1601.95,1542.05
13/05/2011,1962.24,1793.67,1430.88,1772.23,1602.98,1535.36
16/05/2011,1955.99,1791.39,1425.91,1771.82,1598.46,1532.68
17/05/2011,1933.29,1772.7,1414.66,1750.97,1586.94,1518.37
18/05/2011,1936.04,1778.25,1414.94,1755.82,1584.88,1523.28
19/05/2011,1950.72,1789.75,1423.6,1762.63,1595.53,1532.24
20/05/2011,1948.11,1793.32,1422.59,1768.46,1605.14,1535
23/05/2011,1912.97,1771.31,1401.83,1742.91,1579.59,1509.48
24/05/2011,1913.23,1774.55,1401.19,1747.16,1579.04,1512.83
25/05/2011,1929.8,1780.71,1407.07,1757.33,1582.21,1522.22
26/05/2011,1925.57,1779.76,1406.41,1759.59,1580.68,1523.13
27/05/2011,1941.93,1788.33,1411.55,1773.18,1592.1,1536.43
30/05/2011,1936.68,1789.51,1408.3,1773.5,1590.67,1536.84
31/05/2011,1955.59,1800.84,1417.97,1784.69,1598.32,1546.31
01/06/2011,1933.8,1796.23,1407.58,1777.47,1587.92,1539.97
02/06/2011,1909.89,1779.95,1396.78,1759.87,1576.48,1525.82
03/06/2011,1906.11,1771.91,1393,1750.84,1568.89,1516.72
06/06/2011,1892.97,1769.63,1384.33,1747.67,1563.64,1509.5
07/06/2011,1894.08,1763.94,1386.34,1743.13,1559.7,1506.1
08/06/2011,1868.78,1744.93,1372.19,1721.62,1537.89,1488.21
09/06/2011,1879.78,1759.36,1379.91,1739.27,1545.68,1506.71
10/06/2011,1848.28,1738.82,1361.48,1714.8,1529.85,1488.67
13/06/2011,1851.53,1743.56,1364.15,1717.81,1530.2,1491.73
14/06/2011,1873.39,1748.16,1374.61,1727.41,1540.31,1501.19
15/06/2011,1850.88,1736.19,1359.3,1715.33,1528.2,1489.35
16/06/2011,1835.7,1723.24,1349.82,1698.05,1510.1,1478.3
17/06/2011,1844.68,1720.77,1355.81,1696.36,1510.59,1476.91
20/06/2011,1826.31,1713.32,1343.33,1681.48,1489.96,1466.13
21/06/2011,1857.46,1731.55,1361.52,1704.12,1512.18,1487.58
22/06/2011,1850.58,1724.37,1354.68,1693.46,1501.02,1482.05
23/06/2011,1819.33,1709.88,1337.03,1676.76,1480.7,1463.33
24/06/2011,1812.88,1713.06,1330.31,1677.84,1482.1,1456.35
27/06/2011,1810.16,1714.59,1329.52,1678.01,1478.29,1455.59
28/06/2011,1821.06,1715.45,1330.02,1681.66,1481.3,1462.76
29/06/2011,1856.15,1740.23,1352.95,1714.54,1513.12,1492.57
30/06/2011,1884.21,1753.21,1371.89,1728.56,1531.17,1510.16
01/07/2011,1903.88,1759.27,1382.87,1739.83,1545.84,1520.87
04/07/2011,1909.54,1767.79,1383.82,1753.29,1552.91,1532.03
05/07/2011,1906.86,1772.8,1381.22,1760.14,1551.29,1531.9
06/07/2011,1890.8,1771.67,1369.65,1756.82,1544.24,1528.89
07/07/2011,1894.84,1780.01,1373.1,1765.25,1549.4,1536.46
08/07/2011,1870.48,1774.8,1361.14,1761.99,1539.33,1526.44
11/07/2011,1821.14,1759.41,1330.22,1741.49,1511.08,1500.18
12/07/2011,1817.35,1750.77,1318.66,1736.68,1500.78,1491.82
13/07/2011,1827.48,1763,1326.99,1750.23,1506.9,1506.76
14/07/2011,1805.07,1749.53,1312.56,1733.22,1484.14,1489.18
15/07/2011,1795.01,1750.47,1307.27,1731.13,1475.99,1488.77
18/07/2011,1745.76,1727.31,1280.17,1698.53,1440.9,1458.87
19/07/2011,1767.6,1734.67,1294.56,1714.01,1454.85,1472.85
20/07/2011,1801.01,1748.99,1315.22,1728.87,1472.66,1493.28
21/07/2011,1840.07,1757.39,1337.87,1734.64,1486.17,1503.33
22/07/2011,1854.01,1771.1,1348.55,1747.97,1506.72,1515.52
25/07/2011,1828.32,1775.45,1335.14,1749.8,1493.97,1515.76
26/07/2011,1816.68,1766.89,1331.77,1737.7,1481.19,1504
27/07/2011,1788.23,1756.31,1314.84,1725.81,1466.68,1485.63
28/07/2011,1785.46,1755.19,1317.4,1719.64,1462.09,1477.94
29/07/2011,1772.79,1747.08,1311.01,1709.08,1454.45,1470.8
01/08/2011,1734.09,1734.85,1286.12,1701.67,1434.72,1451.07
02/08/2011,1687.14,1706.77,1258.34,1651.56,1386.83,1414.73
03/08/2011,1651.38,1679.13,1241.61,1619.1,1357.54,1387.28
04/08/2011,1586.94,1629.43,1199.25,1558.09,1299.22,1328.65
05/08/2011,1569.63,1608.02,1182.77,1531.92,1284.72,1301.47
08/08/2011,1500.47,1545.41,1139.54,1457.06,1217.97,1233.76
09/08/2011,1525.95,1569.25,1146.36,1491.85,1248.8,1260.05
10/08/2011,1459.06,1539.95,1111.89,1462.7,1215.83,1227.39
11/08/2011,1500.06,1565.34,1142.54,1502.38,1250.99,1266.33
12/08/2011,1563.93,1610.44,1184.88,1551.86,1298.52,1311.46
15/08/2011,1571.72,1615.82,1191.65,1557.86,1304.5,1317.96
16/08/2011,1562.36,1610.35,1178.76,1547.41,1289.84,1307.65
17/08/2011,1564.05,1619.38,1184.04,1549.65,1291.26,1312.2
18/08/2011,1477.1,1559.11,1129.83,1481.63,1224.98,1242.87
19/08/2011,1455.91,1542.12,1117.39,1464.33,1210.92,1225.76
22/08/2011,1463.77,1557.63,1130.78,1475.88,1218.43,1234.98
23/08/2011,1466.25,1571.23,1135.52,1489.22,1226.61,1240.38
24/08/2011,1489.77,1583.35,1151.15,1504.35,1239.2,1261.42
25/08/2011,1482.21,1564.42,1139.07,1487.8,1232.53,1250.56
26/08/2011,1466.41,1561.43,1127.08,1485.53,1224.8,1245.2
29/08/2011,1497.82,1575.45,1147.21,1502.28,1251.54,1267.18
30/08/2011,1507.8,1590.23,1155.46,1524.2,1267.13,1280.14
31/08/2011,1557.09,1634.47,1184.05,1569.76,1300.09,1321.22
01/09/2011,1562.26,1646.19,1192.06,1579.04,1305,1328.59
02/09/2011,1515.57,1622.46,1166.05,1551.32,1274.2,1296.16
05/09/2011,1445.74,1571.08,1123.31,1500.11,1224.19,1245.38
06/09/2011,1426.09,1573.69,1110.79,1495.3,1208.48,1235.74
07/09/2011,1477.4,1611.88,1143.42,1540.8,1248.59,1277.37
08/09/2011,1491.14,1624.15,1150.83,1554.13,1255.37,1289.64
09/09/2011,1437.37,1599.7,1117.99,1528.01,1226.65,1253.85
12/09/2011,1390.2,1566.1,1082.3,1492.33,1195.28,1220.33
13/09/2011,1409.96,1564.78,1088.27,1491.37,1200.47,1223.88
14/09/2011,1435.24,1584.68,1103.77,1507.34,1218.74,1245.79
15/09/2011,1472.26,1602,1129.89,1532.56,1239.21,1273.87
16/09/2011,1488.64,1612.99,1141.57,1541.83,1255.47,1281.55
19/09/2011,1448.99,1589.37,1117.02,1510.75,1228.89,1252.34
20/09/2011,1463.72,1618.91,1133.46,1537.62,1237.04,1273.14
21/09/2011,1438.22,1600.84,1120.55,1514.93,1223.74,1254.33
22/09/2011,1365.96,1536.34,1072.33,1441.69,1167.91,1192.59
23/09/2011,1369.12,1537.69,1074.12,1435.7,1162.66,1188.27
26/09/2011,1393.23,1556.25,1095.35,1449,1172.32,1201.66
27/09/2011,1461.58,1603.91,1141.44,1506.1,1217.64,1250.48
28/09/2011,1446.84,1586.93,1130.57,1482.89,1202.23,1236.24
29/09/2011,1469.69,1585.21,1143.01,1483.41,1209.12,1245.18
30/09/2011,1445.64,1572.02,1134.04,1460.1,1189.3,1230.84
03/10/2011,1420.92,1565.44,1118.83,1445.2,1174.34,1212.47
04/10/2011,1371.38,1528.44,1088.81,1394.54,1131.08,1171.51
05/10/2011,1418.23,1555.39,1114.25,1430.67,1153.97,1210.01
06/10/2011,1461.15,1583.56,1144.45,1467.24,1188.28,1242.03
07/10/2011,1475.05,1593.91,1152.74,1482.05,1199.14,1252.81
10/10/2011,1507.58,1610.21,1172.4,1505.57,1217.67,1278.07
11/10/2011,1500.95,1603.94,1165.41,1497.03,1212.54,1272.72
12/10/2011,1548.95,1619.43,1192.17,1524.93,1246.28,1299.72
13/10/2011,1517.63,1619.55,1175.2,1513.31,1232.09,1286.61
14/10/2011,1530.09,1630.59,1184.48,1531.27,1251.8,1302.08
17/10/2011,1502.43,1618.86,1169.72,1516.94,1231.38,1289.43
18/10/2011,1490.63,1618.51,1159.32,1514.1,1222.17,1289.01
19/10/2011,1498.47,1622.28,1167.87,1518.01,1226.31,1290.32
20/10/2011,1460.2,1615.58,1142.15,1501.04,1208.55,1267.32
21/10/2011,1510.44,1647.11,1175.93,1538.64,1242.31,1301.62
24/10/2011,1548.78,1660.08,1196.98,1565.59,1281.01,1322.61
25/10/2011,1534.39,1651.8,1185.08,1553.96,1269.98,1313.21
26/10/2011,1537.39,1660.31,1187.95,1560.62,1272.69,1317.53
27/10/2011,1627.21,1678.33,1242.94,1604.45,1323.83,1362.49
28/10/2011,1620.67,1680.96,1232.78,1607.15,1321.62,1358.81
31/10/2011,1559.62,1665.49,1198.03,1580.35,1288.59,1330.54
01/11/2011,1467.7,1633.62,1137.8,1530.03,1225.73,1276.05
02/11/2011,1483.88,1643.19,1150.32,1543.04,1236.19,1291.29
03/11/2011,1531.98,1672.76,1181.76,1581.62,1274.78,1324.05
04/11/2011,1510.41,1669.48,1165.26,1580.51,1263.14,1310.82
07/11/2011,1502.17,1663.05,1163.99,1572,1254.41,1307.3
08/11/2011,1510.96,1671.85,1167.29,1584.36,1266.1,1316.1
09/11/2011,1472.04,1658.98,1139.14,1558.47,1241.07,1292.38
10/11/2011,1465.84,1651.27,1135.25,1542.92,1227.58,1284.9
11/11/2011,1507.97,1680.51,1163.86,1578.06,1261.52,1318.88
14/11/2011,1487.16,1666.63,1147.45,1560.62,1247.46,1302.03
15/11/2011,1459.99,1669.06,1131,1557.37,1228.39,1291.99
16/11/2011,1456.22,1665.78,1129.67,1554.02,1226.32,1290.01
17/11/2011,1425.59,1652.36,1112.89,1529.81,1205.47,1273.67
18/11/2011,1415.96,1636.67,1110.84,1512.24,1196.64,1261.84
21/11/2011,1358.34,1598.72,1072.02,1465.15,1149.52,1216.81
22/11/2011,1336.65,1599.87,1059.52,1462.76,1136.22,1205.06
23/11/2011,1314.79,1583.46,1039.77,1442.62,1117.59,1188.85
24/11/2011,1319.9,1580.25,1039.35,1446.41,1123.08,1187.74
25/11/2011,1330.37,1587.77,1046.97,1453.44,1127.14,1195.56
28/11/2011,1396.61,1624.85,1095.87,1502.74,1175.11,1244.26
29/11/2011,1406.09,1641.41,1106.22,1521.5,1186.94,1254.25
30/11/2011,1473.27,1685.56,1151.72,1575.9,1237.2,1299.83
01/12/2011,1454.86,1675.16,1140.83,1560.15,1220.26,1289.42
02/12/2011,1486.29,1673.4,1156.98,1568.75,1237.02,1304.99
05/12/2011,1516.85,1676.43,1173.89,1577.98,1253,1321.92
06/12/2011,1501.51,1674.27,1163.99,1570.57,1240.77,1315.61
07/12/2011,1490.09,1677.74,1155.41,1569.27,1235.93,1313.65
08/12/2011,1445.78,1666.53,1124.9,1542.68,1198.94,1287.72
09/12/2011,1469.84,1669.97,1144.68,1548.03,1212.81,1301.1
12/12/2011,1423.33,1660.79,1114.3,1524.14,1181.82,1272.86
13/12/2011,1421.09,1671.21,1113.75,1536.09,1187.09,1279.12
14/12/2011,1374.55,1647.61,1087.69,1502.99,1153.34,1253.87
15/12/2011,1389.62,1657.48,1099.36,1516.26,1164.43,1266.7
16/12/2011,1387.71,1651.85,1100.56,1516.2,1163.45,1261.34
19/12/2011,1380.49,1657.87,1098.38,1515.43,1157.06,1261.07
20/12/2011,1428.52,1680.29,1128.2,1550.47,1193.16,1288.75
21/12/2011,1419.5,1674.75,1119.83,1546.47,1188.84,1283.32
22/12/2011,1439.54,1681.67,1132.65,1556.89,1201.07,1294.44
23/12/2011,1452.32,1698.9,1142.97,1572.76,1213.16,1304.35
27/12/2011,1451.86,1700.13,1142.65,1572.8,1213.47,1303.62
28/12/2011,1435.55,1701.83,1133.55,1566.88,1206.65,1293.79
29/12/2011,1446.82,1713.56,1143.55,1579.6,1214.07,1304.6
30/12/2011,1464.02,1724.84,1155.04,1593.92,1228.62,1315.63
02/01/2012,1494.08,1733.33,1176.77,1605.85,1246.06,1331.28
03/01/2012,1530.27,1757.56,1195.05,1639.95,1278.51,1348.18
04/01/2012,1512.69,1751.19,1182.72,1631.72,1270.28,1342.38
05/01/2012,1484.53,1741.83,1160.18,1625.08,1254.08,1325.79
06/01/2012,1489.67,1745.37,1160.72,1629.23,1263.82,1326.69
09/01/2012,1473.65,1751.34,1151.02,1630.45,1259.57,1322.08
10/01/2012,1513.99,1767.62,1174.68,1650.15,1282.35,1344.66
11/01/2012,1528.34,1758.1,1178.08,1646.1,1291.75,1340.28
12/01/2012,1543.89,1744.65,1186.52,1649.49,1308.82,1342.53
13/01/2012,1536.35,1740.53,1182.09,1646.14,1308.84,1338.74
16/01/2012,1555.26,1751,1192.09,1652.28,1320.55,1346.15
17/01/2012,1576.43,1755.64,1200.02,1662.81,1335.66,1356.75
18/01/2012,1583.72,1757.71,1198.88,1668.21,1346.31,1353.83
19/01/2012,1630.88,1757.9,1221.09,1680.35,1380.58,1372.35
20/01/2012,1632.83,1754.92,1224.26,1675.17,1378.38,1369.58
23/01/2012,1654.09,1752.57,1230.08,1677.41,1385.35,1374.7
24/01/2012,1628.42,1750.98,1219.92,1665.75,1365.37,1369.31
25/01/2012,1629.06,1751.18,1219.58,1667.28,1373.49,1366.35
26/01/2012,1663.21,1764.1,1238.52,1684.33,1396.27,1382.72
27/01/2012,1647.96,1754.63,1233.41,1674.87,1389.14,1372.94
30/01/2012,1608.36,1745.13,1212.17,1658.03,1356.78,1355.95
31/01/2012,1629.63,1759.19,1227.21,1674.64,1383.39,1368.53
01/02/2012,1680.09,1785.63,1253.66,1706.86,1417.97,1396.79
02/02/2012,1693.51,1782.56,1259.57,1711.71,1432.71,1396.57
03/02/2012,1730.73,1806.38,1278.49,1741.26,1459.19,1418.03
06/02/2012,1723.6,1805.2,1277.67,1739.72,1456.56,1414.64
07/02/2012,1720.57,1797.57,1273.03,1726.07,1449.3,1410.8
08/02/2012,1728.14,1785.93,1275.65,1721.58,1449.4,1408.38
09/02/2012,1741.41,1787.3,1275.07,1725.23,1447.86,1407.56
10/02/2012,1710.91,1791.24,1258.69,1719.32,1429.87,1400.7
13/02/2012,1723.28,1799.78,1268.05,1732.17,1441.11,1408.77
14/02/2012,1705.37,1805.05,1262.56,1729.76,1429.36,1410.46
15/02/2012,1712.49,1822.09,1263.25,1744,1439.59,1420.35
16/02/2012,1711.28,1822.7,1259.73,1742.16,1435.6,1417
17/02/2012,1747.81,1820.46,1276.98,1749.65,1463.47,1423.01
20/02/2012,1782.14,1825.31,1294.84,1762.43,1489.25,1432.12
21/02/2012,1769.52,1817.82,1284.43,1752.3,1476.33,1422.95
22/02/2012,1748.62,1815.12,1272.4,1744.26,1463.21,1414.76
23/02/2012,1730.56,1820.21,1262.85,1747.97,1451.44,1411.16
24/02/2012,1752.42,1816.96,1273.5,1751.93,1463.51,1414.3
27/02/2012,1735,1818.03,1269.38,1748.66,1452.24,1412.09
28/02/2012,1744.18,1821.41,1271.99,1754.68,1458.01,1413.41
29/02/2012,1744.33,1830.09,1272.73,1757.69,1460.73,1415.87
01/03/2012,1757.05,1841.34,1285.7,1766.44,1472.62,1426.02
02/03/2012,1761.65,1837.97,1290.76,1765.4,1477.18,1425.36
05/03/2012,1738.23,1835.22,1281.02,1754.97,1456.32,1418.78
06/03/2012,1667.88,1802.09,1243.21,1709.2,1406.7,1382.55
07/03/2012,1688.46,1818.78,1252.96,1731.23,1425.05,1392.17
08/03/2012,1725.32,1838.79,1272.85,1760.44,1453.19,1413.57
09/03/2012,1729.6,1849.99,1275.82,1773.01,1459.97,1420.69
12/03/2012,1719.98,1848.92,1272.63,1768.44,1453.58,1420.69
13/03/2012,1761.79,1872.55,1298.26,1796.47,1488.09,1444.52
14/03/2012,1775.19,1865.33,1308.04,1793.88,1490.79,1444.45
15/03/2012,1786.49,1863.1,1313.07,1797.41,1499.21,1446.11
16/03/2012,1797.64,1867.77,1321.83,1808.21,1506.35,1448.63
19/03/2012,1797.53,1861.94,1324.65,1803.27,1507.73,1447.2
20/03/2012,1765.63,1853.09,1316.36,1783.42,1483.11,1433.24
21/03/2012,1755.22,1858.27,1308.84,1782.02,1478.57,1431.85
22/03/2012,1724.48,1847.49,1293.44,1763.02,1453.62,1416.9
23/03/2012,1737.97,1848.02,1293.14,1770.21,1457.62,1419.63
26/03/2012,1757.06,1871.66,1305.09,1796.44,1479.58,1435.57
27/03/2012,1747.72,1864.53,1299.98,1791.13,1472.31,1427.43
28/03/2012,1720.89,1858.57,1282.38,1772.97,1451.95,1413.8
29/03/2012,1685.38,1845.94,1264.08,1756.27,1429.29,1397.31
30/03/2012,1707.55,1863.8,1278.53,1781.96,1446.28,1411.92
02/04/2012,1718.34,1897.13,1284.01,1809.28,1457.98,1431.63
03/04/2012,1696.04,1888.43,1271.6,1801.2,1449,1418.24
04/04/2012,1638.61,1856.87,1236.5,1762.86,1405.25,1387.45
05/04/2012,1637.23,1859.28,1232.44,1768.68,1406.67,1388.83
10/04/2012,1579.59,1833.05,1201.5,1731.67,1367.09,1358.13
11/04/2012,1601.89,1839.16,1216.17,1745.11,1381.65,1369.44
12/04/2012,1621.88,1864.89,1223.22,1774.82,1407.37,1387.1
13/04/2012,1587.85,1849.93,1201.97,1754.92,1386.29,1363.13
16/04/2012,1582.54,1862.91,1197.19,1759.51,1378.73,1363.71
17/04/2012,1625.65,1880.84,1224.63,1786.12,1409.82,1391.19
18/04/2012,1598.98,1885.28,1204.37,1786.03,1397.98,1377.31
19/04/2012,1578.3,1890.65,1193.38,1792.39,1391.34,1372.66
20/04/2012,1590.8,1893.42,1203.73,1799.64,1397.95,1377.94
23/04/2012,1544.52,1864.03,1174.15,1759.49,1356.29,1342.41
24/04/2012,1568.95,1873.05,1193.66,1769.97,1370.35,1359.97
25/04/2012,1604.32,1889.54,1211.58,1791.63,1394.31,1378.33
26/04/2012,1594.38,1906.27,1200.34,1790.86,1392.74,1383.17
27/04/2012,1620.2,1910.87,1218.9,1805.73,1416.76,1402.14
30/04/2012,1607.19,1906.69,1209.1,1799.85,1410.01,1393.79
02/05/2012,1599,1923.28,1200.42,1811.24,1408.59,1395.38
03/05/2012,1593.31,1934.18,1202.84,1818.16,1408.78,1398.56
04/05/2012,1559.6,1904.63,1188.06,1781.39,1370.34,1371.41
07/05/2012,1579.58,1913.38,1203.06,1789.63,1383.73,1382.54
08/05/2012,1552.6,1885.01,1190.42,1760.35,1354.19,1354.8
09/05/2012,1542.89,1887.36,1179.19,1753.55,1340.63,1348.47
10/05/2012,1571.42,1887.61,1197.09,1762.85,1369.46,1360.05
11/05/2012,1571.08,1900.91,1197.3,1767.89,1375.48,1367.79
14/05/2012,1529.69,1882.45,1171.33,1741.43,1345.48,1340.55
15/05/2012,1505.46,1879.03,1155.72,1731.15,1326.26,1328
16/05/2012,1498.6,1871.73,1146.24,1720.28,1320.22,1322.72
17/05/2012,1476.18,1860.08,1136.46,1704.36,1306.39,1304.44
18/05/2012,1462.09,1835.2,1130.71,1677.5,1285,1284.26
21/05/2012,1475.82,1842.26,1136.82,1687.34,1298.71,1295.94
22/05/2012,1511.89,1864.24,1163.44,1715.24,1328.16,1322.34
23/05/2012,1469.24,1838.78,1134.17,1681.27,1294.35,1293.31
24/05/2012,1479.61,1854.02,1145.03,1694.6,1301.82,1304.07
25/05/2012,1478.96,1863.99,1147.24,1697.84,1299.73,1307.23
28/05/2012,1480.98,1872.27,1143.83,1708.83,1308.3,1312.58
29/05/2012,1493.19,1889.51,1141.37,1729.35,1322.94,1323.02
30/05/2012,1462.43,1869.35,1126.13,1700.21,1299.5,1304.36
31/05/2012,1459.79,1866.71,1118.39,1690.19,1292.51,1298.46
01/06/2012,1429.32,1828.58,1098.62,1653.4,1257.25,1268.64
04/06/2012,1427.48,1811.1,1098.36,1637.5,1246.6,1263.15
05/06/2012,1433.03,1814.97,1100.42,1640.21,1250.7,1266.94
06/06/2012,1475.67,1846.03,1129.16,1677.73,1286.06,1296.94
07/06/2012,1492.95,1866.2,1136.64,1701.61,1307.11,1318.5
08/06/2012,1484,1868.8,1141.6,1695.45,1300.86,1315.8
11/06/2012,1475.92,1873.06,1134.81,1696.12,1293.13,1316.03
12/06/2012,1471.04,1882.3,1133.86,1701.03,1282.92,1312.69
13/06/2012,1454.43,1880.09,1122.54,1690.48,1265.28,1305.94
14/06/2012,1455.94,1872.87,1129.92,1685.21,1267.86,1303.98
15/06/2012,1489.43,1874,1149.43,1700.12,1297.74,1323.74
18/06/2012,1483.72,1890.36,1144.59,1711.62,1300.06,1323.47
19/06/2012,1515.13,1906.17,1169,1734.38,1322.33,1345.46
20/06/2012,1541.52,1910.21,1183.11,1754.61,1342.16,1361.34
21/06/2012,1527.84,1909.59,1178.11,1743.83,1339.78,1356.81
22/06/2012,1515.93,1892.13,1179.1,1724.11,1327.31,1347.32
25/06/2012,1480.58,1878.77,1153.79,1701.62,1297.98,1321.07
26/06/2012,1472.57,1880.05,1148.69,1699.64,1289.67,1314.44
27/06/2012,1496.72,1893.73,1167.84,1716.27,1301.87,1335.22
28/06/2012,1491.06,1883.22,1169.15,1704.79,1294.74,1325.44
29/06/2012,1551.6,1915.47,1207.27,1746.54,1340.16,1373.43
02/07/2012,1574.79,1937.92,1222.79,1774.42,1359.75,1394.53
03/07/2012,1590.74,1953.23,1230.07,1793.38,1374.14,1407.75
04/07/2012,1593.69,1956.64,1229.71,1795.96,1374.76,1405.91
05/07/2012,1584.36,1958.85,1219.86,1795.03,1368.97,1398.12
06/07/2012,1551.08,1952.87,1203.78,1782.68,1349.5,1378.73
09/07/2012,1546.72,1944.47,1200.87,1771.53,1340.08,1372.45
10/07/2012,1561.73,1962.53,1209.82,1792.43,1356.31,1389.15
11/07/2012,1554.2,1959.03,1210.59,1783.77,1342.74,1380.96
12/07/2012,1529.56,1937.53,1195.4,1758.46,1320.98,1372.98
13/07/2012,1555.62,1962.05,1215.18,1787.11,1344.33,1390
16/07/2012,1559.4,1966.4,1219.01,1794.47,1352.36,1395.8
17/07/2012,1553.48,1963.79,1216.6,1790.79,1347.75,1392.63
18/07/2012,1574.43,1984.97,1227.6,1811.79,1362.26,1405.6
19/07/2012,1598.94,2013.12,1238.72,1841.99,1391.99,1429.84
20/07/2012,1565.88,1998.25,1211.84,1827.21,1373.67,1410.66
23/07/2012,1512.22,1949.73,1175.3,1777.56,1324.85,1370.32
24/07/2012,1500.89,1954.49,1163.06,1782.15,1326.27,1367.27
25/07/2012,1501.85,1950.51,1167.1,1778.87,1327.71,1364.03
26/07/2012,1552.38,1987.94,1205.63,1813.3,1360.03,1403.83
27/07/2012,1578.31,2000.41,1224.33,1831.65,1375.59,1420.93
30/07/2012,1612.47,2020.03,1245.91,1857.95,1404.56,1441.14
31/07/2012,1598.54,1999.14,1231.96,1834.94,1390.28,1427.35
01/08/2012,1597.38,2007.22,1236.11,1843.11,1390.42,1430.72
02/08/2012,1558.43,1999.79,1209.45,1828.02,1369.13,1409.2
03/08/2012,1614.23,2022.98,1244.28,1864.43,1399.45,1442.91
06/08/2012,1642.09,2025.53,1259.85,1877.08,1417.75,1452.94
07/08/2012,1668.98,2029.22,1275.62,1887.12,1433.92,1462.51
08/08/2012,1667.42,2036.27,1273.67,1890.07,1435.79,1464.01
09/08/2012,1673.09,2045.32,1276.09,1903.21,1446.85,1471.39
10/08/2012,1670.08,2040.84,1274.84,1901.3,1439.46,1468.1
13/08/2012,1663.48,2030.26,1271.74,1890.62,1427.16,1461.39
14/08/2012,1673.29,2043.61,1280.19,1900.78,1434.88,1472.29
15/08/2012,1668.47,2047.91,1278.97,1901.1,1435.97,1473.49
16/08/2012,1692.52,2041.52,1295.5,1901.9,1449.85,1479.8
17/08/2012,1715.04,2048.45,1308.41,1917.66,1473.99,1494.38
20/08/2012,1695.69,2042.69,1299.81,1908.41,1460.28,1486.04
21/08/2012,1714.26,2044.87,1305.22,1914.03,1468.83,1494.36
22/08/2012,1693.2,2019.56,1288.98,1886.33,1450.62,1477.76
23/08/2012,1675.91,2012.36,1277.05,1874.84,1438.91,1468.6
24/08/2012,1664.98,2018.04,1277.23,1873.75,1431.12,1473.06
27/08/2012,1676.33,2021.28,1285.64,1879.12,1437.28,1480.05
28/08/2012,1658.73,2010.19,1274.49,1862.37,1425.69,1469.98
29/08/2012,1656.08,2019.82,1274.17,1868.74,1432.16,1474.37
30/08/2012,1633.1,2014.23,1263.15,1857,1420.9,1466.29
31/08/2012,1651.97,2017.91,1274.63,1868.82,1433.54,1480.09
03/09/2012,1661.86,2038.67,1281.22,1885.3,1445.06,1493.39
04/09/2012,1648.03,2018.56,1275.57,1866.13,1437.92,1483.35
05/09/2012,1648.07,2026.9,1274.16,1871.4,1438.04,1491.37
06/09/2012,1698.49,2052.13,1304.31,1906.72,1470.13,1528.08
07/09/2012,1728.92,2037.18,1318.22,1912.15,1488.41,1532.03
10/09/2012,1733.73,2030.1,1320.02,1915.46,1497,1530.28
11/09/2012,1743.29,2021.31,1323.2,1908.14,1498.84,1535.26
12/09/2012,1766.06,2016.54,1339.28,1914.03,1516.96,1544.83
13/09/2012,1748.54,2018.27,1331.86,1910.3,1503.8,1545.52
14/09/2012,1795.89,2025.36,1353.17,1937.06,1535.39,1565.02
17/09/2012,1786.67,2021.69,1345.98,1931.27,1527.83,1557.98
18/09/2012,1758.15,2028.36,1331.52,1922.12,1512.9,1549.21
19/09/2012,1760.88,2038.05,1331.44,1925.76,1510.99,1553.44
20/09/2012,1745.51,2048.94,1327.14,1926.67,1503.76,1556.64
21/09/2012,1760.68,2055.07,1336.14,1932.03,1512.53,1567.37
24/09/2012,1741.85,2050.28,1329.1,1921.88,1499.38,1558.81
25/09/2012,1741.15,2060.28,1333.87,1928.71,1505.9,1568.55
26/09/2012,1694.34,2042.05,1304.17,1900.56,1471.56,1539.56
27/09/2012,1704.43,2046.32,1309.44,1909.22,1478.19,1546.55
28/09/2012,1681.58,2037.48,1289.84,1899,1464.53,1535.05
01/10/2012,1709.18,2059.42,1304.44,1923.57,1484.98,1557.7
02/10/2012,1708.49,2057.46,1304.88,1919.74,1484.1,1557.33
03/10/2012,1705.86,2056.62,1301.19,1912.98,1475.51,1558.4
04/10/2012,1708.5,2061.61,1298.62,1917.51,1479.95,1563.03
05/10/2012,1733.02,2072.26,1313.6,1935.35,1496.78,1576.33
