,Value,Quality,Carry,Profitability,Size,Monmentum
Dates,SGEPVBE Index,SGEPQBE Index,SGEPCBE Index,SGEPPBE Index,SGEPSBE Index,SGEPMBE Index
08/07/2016,2363.11,3070.5,1898.84,2810.05,1964.21,2397.78
11/07/2016,2420.62,3122.3,1936.42,2874.25,2022.74,2444.23
12/07/2016,2481.07,3127.07,1981.09,2899.42,2061.64,2458.09
13/07/2016,2467.27,3135.07,1970.23,2903.51,2054.52,2458.16
14/07/2016,2506.11,3141.33,1996.82,2921.38,2077.57,2471.96
15/07/2016,2494.14,3135.35,1986.56,2907.05,2064.72,2463.2
18/07/2016,2509.45,3158.62,1995.79,2936.45,2084.31,2474.3
19/07/2016,2491.66,3154.66,1986.38,2935.97,2076.97,2470.32
20/07/2016,2521.19,3187.02,2004.8,2965.63,2098.4,2495.16
21/07/2016,2526.59,3176.52,2005.53,2960.26,2110.8,2485.42
22/07/2016,2510.51,3178.9,1992.42,2950.9,2094.73,2483.19
25/07/2016,2521.64,3189.35,1996.7,2971.78,2105.28,2492
26/07/2016,2518.42,3193.01,1988.4,2973.65,2102.4,2496.46
27/07/2016,2557.39,3194.45,2015.51,2987.84,2123.87,2507.58
28/07/2016,2522.38,3178.95,1983.18,2973.79,2105.72,2498.52
29/07/2016,2551.75,3188.87,2004.65,2994.09,2119.67,2517.57
01/08/2016,2517.75,3181.14,1979.35,2981.77,2090.89,2505.24
02/08/2016,2463.98,3160.6,1949.83,2972.48,2060.94,2481.24
03/08/2016,2467.86,3151.4,1948.37,2962.61,2061.79,2473.3
04/08/2016,2485.9,3159.04,1963.43,2977.9,2075.46,2496.4
05/08/2016,2537.17,3183.41,1995.67,3006.09,2103.88,2519.44
08/08/2016,2561.1,3169.12,2011.8,3007.77,2113.78,2523.11
09/08/2016,2592.79,3191.76,2030.41,3030.49,2131.31,2546.77
10/08/2016,2592.51,3181.37,2034.97,3025.61,2127.79,2542.93
11/08/2016,2605.67,3213.42,2045.56,3042.16,2140.79,2569.04
12/08/2016,2606.92,3207.42,2046.58,3044.74,2150.56,2569.54
15/08/2016,2600.09,3205.36,2041.93,3039.83,2139.84,2568.79
16/08/2016,2577.43,3177.51,2022.85,3015.05,2122.92,2550.49
17/08/2016,2553.37,3154.58,1999.18,2990.52,2102.32,2524.24
18/08/2016,2577.68,3173.27,2018.62,3023.41,2131.19,2549.18
19/08/2016,2548.09,3157.69,1992.72,3002.33,2108.31,2530.75
22/08/2016,2561.19,3169.13,2005.15,3015.97,2124.06,2527.89
23/08/2016,2603.51,3182.41,2038.02,3038.23,2152.26,2546.54
24/08/2016,2628.77,3184.95,2054.39,3050.22,2170.94,2546.29
25/08/2016,2599.73,3162.19,2033.77,3020.03,2146.05,2527.67
26/08/2016,2610.39,3168.9,2039.56,3026.55,2153.77,2542.41
29/08/2016,2600.07,3167.57,2031.74,3023.92,2151.8,2539.58
30/08/2016,2622.29,3169.78,2046.87,3021.49,2157.48,2542.3
31/08/2016,2625.16,3144.54,2057.49,3005.37,2150.4,2519.92
01/09/2016,2644.64,3148.77,2071.14,3022.74,2171.99,2520.03
02/09/2016,2677.72,3203.69,2105.68,3068.48,2196.8,2563.73
05/09/2016,2676.14,3207.6,2105.36,3071.93,2205.38,2575.09
06/09/2016,2670.82,3206.81,2097.66,3072.61,2202.92,2564.88
07/09/2016,2676.02,3212.44,2100.42,3074.09,2203.32,2576.92
08/09/2016,2680.91,3191.02,2113.92,3066.5,2206.61,2561.25
09/09/2016,2659.37,3144.35,2096.9,3013.97,2177.04,2521.33
12/09/2016,2624.94,3125.54,2065.96,2992.18,2153.41,2503.71
13/09/2016,2594.61,3111.81,2035.89,2972.06,2126.16,2482.18
14/09/2016,2582.27,3117.81,2025.87,2973.26,2122.21,2491.27
15/09/2016,2593.67,3135.3,2035.13,2989.19,2133.56,2513.22
16/09/2016,2565.7,3131.45,2014.83,2980.65,2122.75,2498.47
19/09/2016,2591.77,3152.45,2033.34,3001.25,2133.41,2530.87
20/09/2016,2578.75,3160.01,2025.16,3003.07,2122.98,2525.7
21/09/2016,2603.45,3155.74,2044.44,3005.96,2138.1,2533.09
22/09/2016,2640.37,3194.23,2071.28,3042.3,2164.99,2579.54
23/09/2016,2622.45,3175.51,2055.93,3014.37,2147.97,2565.24
26/09/2016,2571.06,3142.23,2017.39,2975.04,2112.67,2537.9
27/09/2016,2561.72,3153.45,2008.34,2978.24,2106.29,2535.53
28/09/2016,2590.68,3171.96,2027.02,2999.67,2130.12,2552.65
29/09/2016,2583.67,3159.27,2029.83,2988.89,2127.69,2567.74
30/09/2016,2605.63,3166.58,2037.94,2996.68,2134.99,2572.59
03/10/2016,2602.73,3176.75,2039.34,3010.2,2152.45,2581.52
04/10/2016,2624.71,3200.35,2056.67,3032.05,2161.02,2593.22
05/10/2016,2633.31,3161.45,2060.67,2997.12,2147.37,2571.42
06/10/2016,2636.96,3145.75,2054.03,2979.51,2139.41,2566.06
07/10/2016,2601.48,3104.65,2029.2,2930.08,2107.98,2544.19
10/10/2016,2618.8,3116.27,2038.68,2935.9,2115.03,2567.23
11/10/2016,2615.15,3109.41,2035.54,2928.36,2110.34,2540.34
12/10/2016,2608.61,3091.17,2030.36,2917.38,2102.77,2534.97
13/10/2016,2574.92,3082.24,2005.91,2902.21,2087.96,2518.26
14/10/2016,2610.34,3111.84,2040.72,2924.49,2114.98,2548.77
17/10/2016,2598.22,3086.69,2025.95,2896.12,2095.08,2533.55
18/10/2016,2647.08,3126.38,2064.73,2948.36,2139.64,2567.78
19/10/2016,2660.58,3140.01,2075.54,2958.47,2147.41,2580.88
20/10/2016,2669.11,3127.33,2081.83,2954.32,2142.58,2576.93
21/10/2016,2672.25,3123.22,2083.43,2950.68,2140.53,2580.52
24/10/2016,2691.53,3105.51,2094.45,2942.41,2136.92,2574.75
25/10/2016,2681.88,3088.21,2088.83,2924.07,2116.9,2562.82
26/10/2016,2688.42,3068.9,2089.16,2905.16,2115.04,2551.25
27/10/2016,2690.03,3062.61,2091.02,2891.27,2096.35,2543.28
28/10/2016,2704.1,3054.47,2093.39,2888.05,2097.29,2543.41
31/10/2016,2683.59,3048.22,2079.14,2881.01,2084.95,2538.2
01/11/2016,2671.93,3026.51,2063.48,2865.82,2072.51,2511.24
02/11/2016,2631.77,3001.76,2030.64,2848.24,2048.53,2484.29
03/11/2016,2656.03,2998.3,2049.94,2864.09,2075.77,2481.7
04/11/2016,2618.73,2972.18,2022.41,2830.24,2048.47,2459.78
07/11/2016,2662.37,2995.92,2052.74,2858.59,2072.01,2492.84
08/11/2016,2667.95,2999.22,2061.38,2860.73,2069.3,2494.22
09/11/2016,2702.13,3017.92,2082.61,2891.43,2101.6,2534.71
10/11/2016,2713.32,2969.22,2088.77,2873.76,2125.41,2518.55
11/11/2016,2713.92,2957.98,2084.81,2863.2,2117.24,2487.06
14/11/2016,2730.88,2940.41,2092.92,2859.96,2126.71,2486.32
15/11/2016,2746.92,2956.09,2097.8,2874.08,2133.65,2507.83
16/11/2016,2727.23,2969.83,2081.75,2875,2125.46,2508.18
17/11/2016,2738.42,2994.65,2091.44,2899.46,2135.27,2526.49
18/11/2016,2729.64,3000.81,2077.88,2900.94,2136.7,2523.75
21/11/2016,2732.63,3011.46,2078.06,2903.44,2130.47,2539.8
22/11/2016,2754.6,3003.77,2100.51,2914.81,2142.33,2553.49
23/11/2016,2739.76,3006.17,2089.93,2909.42,2135.12,2556.59
24/11/2016,2740.52,3021.09,2088.08,2920.75,2141.55,2569.97
25/11/2016,2730.51,3037.19,2085.17,2925.83,2135.31,2565.76
28/11/2016,2699.65,3027.84,2064.03,2913.69,2121.34,2554.15
29/11/2016,2724.59,3039.78,2078.02,2925.56,2133.72,2555.94
30/11/2016,2737.04,3034.33,2080.93,2918.28,2134.01,2576.28
01/12/2016,2748.38,3005.68,2088.04,2904.76,2142.58,2574.34
02/12/2016,2732.7,2998.09,2079.9,2890.66,2126.69,2559.05
05/12/2016,2753.9,3002.37,2088.98,2893.78,2129.37,2582.36
06/12/2016,2805.36,3008.77,2131.1,2896.68,2145.71,2587.12
07/12/2016,2850.81,3006.11,2158.6,2902.95,2156.62,2605.07
08/12/2016,2892.93,3030.94,2186.87,2927.72,2184.63,2631.5
09/12/2016,2890.19,3084.83,2199.28,2964.83,2205.48,2649.62
12/12/2016,2882.02,3061.68,2194.4,2933.43,2190.88,2646.21
13/12/2016,2909.54,3091.12,2218.48,2962.95,2205.3,2655.75
14/12/2016,2894.38,3074.61,2205.86,2948.27,2198.5,2649.56
15/12/2016,2932.71,3093.14,2227.43,2968.11,2215.08,2651.86
16/12/2016,2940.87,3105.84,2231.89,2982.34,2229.12,2655.89
19/12/2016,2930.69,3117.72,2223.72,2985.32,2225.72,2651.33
20/12/2016,2948.12,3119.78,2241.08,2990.57,2240.67,2662.94
21/12/2016,2945.61,3115.61,2237.07,2987.29,2243.34,2664.14
22/12/2016,2943.61,3119.58,2229.57,2989.28,2237.7,2659.05
23/12/2016,2950.06,3123.71,2235.86,2994.52,2240.14,2658.4
27/12/2016,2953.8,3130.68,2238.93,2999.47,2245.17,2664.29
28/12/2016,2947.9,3144.69,2232.17,3008.93,2253.97,2685.08
29/12/2016,2935.55,3140.12,2226.02,3004.03,2242.12,2676.22
30/12/2016,2939.52,3146.46,2231.17,3012.87,2252.02,2683.94
02/01/2017,2963.58,3161.14,2247.11,3028.15,2265.99,2699.23
03/01/2017,2996.39,3165.18,2272.47,3044.12,2291.42,2717.72
04/01/2017,2994.62,3154.52,2272.59,3039.09,2286.52,2704.34
05/01/2017,3004.96,3165.14,2276.4,3045.62,2295.39,2709.86
06/01/2017,3001,3160.59,2272.41,3039.75,2290.39,2708.08
09/01/2017,2972.47,3157.63,2249.1,3026.85,2270.55,2700.7
10/01/2017,2977.79,3151.09,2243.24,3020.01,2268.8,2716.59
11/01/2017,2985.97,3166.09,2240.83,3031.41,2272.72,2730.65
12/01/2017,2968.23,3151.44,2226.87,3012.82,2254.38,2720.45
13/01/2017,2997.91,3177.21,2247.57,3036.17,2269.54,2744.67
16/01/2017,2965.21,3163.33,2226.32,3020.71,2248.73,2726.29
17/01/2017,2976.42,3156.29,2233.84,3025.83,2259.32,2722.64
18/01/2017,2976.73,3167.16,2224.36,3032.92,2264.07,2727.92
19/01/2017,2983.08,3169.74,2222.11,3036.18,2265.41,2728.01
20/01/2017,2983.09,3162.05,2216.87,3024.55,2257.76,2729.5
23/01/2017,2971.26,3158.41,2208.53,3021.36,2254.78,2724.95
24/01/2017,2969.27,3162.91,2213.43,3020.75,2250.9,2744.26
25/01/2017,3010.96,3192.98,2235.82,3053.46,2275.21,2781.86
26/01/2017,3007.14,3197.73,2240.33,3070.18,2289.51,2794.19
27/01/2017,2997.62,3205.15,2231.03,3067.12,2283.68,2790.38
30/01/2017,2963.13,3186.85,2207.22,3050.87,2263.78,2751.08
31/01/2017,2939.9,3176.27,2195.86,3043.1,2253.91,2734.76
01/02/2017,2974.78,3192.58,2211.46,3068.21,2285.15,2766.11
02/02/2017,2971.74,3197.56,2202.38,3060.84,2273.91,2766.35
03/02/2017,2987.11,3212.11,2218.61,3076.73,2292.99,2771.47
06/02/2017,2954.65,3194.11,2199.97,3060.7,2276.28,2758.13
07/02/2017,2962.68,3216.19,2211.98,3087.45,2305.45,2775.43
08/02/2017,2974.35,3230.63,2227.19,3104.67,2318.68,2768.68
09/02/2017,3000.04,3246.76,2244.79,3116.71,2327.97,2787.05
10/02/2017,3005.76,3248.98,2244.57,3130.24,2333.21,2810.25
13/02/2017,3035.92,3265.65,2254.64,3142,2348.81,2844.67
14/02/2017,3051.38,3259.7,2257.84,3146.25,2360.51,2848.93
15/02/2017,3056.99,3259.27,2257.47,3147.55,2361.4,2855.55
16/02/2017,3049.46,3253.71,2252.03,3141.86,2344,2841.21
17/02/2017,3036.76,3266.88,2243.69,3147.17,2337.71,2819.19
20/02/2017,3040.82,3275.49,2252.22,3155.05,2350.66,2831.77
21/02/2017,3060.41,3296.76,2261.67,3177.01,2370.15,2855.67
22/02/2017,3058.35,3296.52,2261.47,3173.03,2358.64,2837.79
23/02/2017,3053.79,3301.07,2264.24,3185.23,2360.96,2828.35
24/02/2017,3026.48,3278.3,2250.35,3161.48,2341.69,2792.25
27/02/2017,3022.34,3280.13,2244.9,3152.24,2343.63,2798.24
28/02/2017,3035.52,3285.88,2252.09,3161.57,2353.98,2804.95
01/03/2017,3085.45,3320.09,2278.69,3193.97,2379.96,2852.91
02/03/2017,3082.55,3323.66,2283.38,3191.16,2382.99,2851.02
03/03/2017,3080.03,3305.46,2282.79,3173.27,2368.47,2847.43
06/03/2017,3069.45,3298.77,2281.19,3167.3,2360.09,2826.31
07/03/2017,3069.88,3295.31,2270.15,3158.43,2352.11,2825.71
08/03/2017,3076.54,3302.31,2269.88,3163.33,2354.32,2829.55
09/03/2017,3091.14,3307.39,2286.55,3165.03,2354.76,2811.89
10/03/2017,3101.07,3308.73,2283.18,3164.13,2359.25,2816.8
13/03/2017,3114.57,3320.14,2289.35,3179.79,2370.36,2839.95
14/03/2017,3097.31,3317.28,2272.69,3174.01,2359.12,2821.6
15/03/2017,3109.04,3325.32,2281.83,3185.64,2370.29,2844.81
16/03/2017,3137.71,3343.16,2301.31,3206.93,2388.09,2870.43
17/03/2017,3149.73,3356.29,2309.76,3219.77,2391.3,2865.94
20/03/2017,3146.03,3355.19,2307.4,3220.72,2394.96,2859.22
21/03/2017,3123.38,3334.79,2307.03,3194.33,2370.2,2832.84
22/03/2017,3096.44,3325.49,2293.12,3180.53,2348.53,2816.19
23/03/2017,3130.99,3359.95,2311.51,3217.41,2380.3,2843.96
24/03/2017,3124.19,3357.44,2303.38,3211.46,2375.5,2840.32
27/03/2017,3110.74,3350.13,2298.77,3200.32,2362.23,2807.88
28/03/2017,3129.74,3360.06,2310.59,3207.42,2373.89,2840.9
29/03/2017,3130.79,3363.76,2312.56,3213.12,2379.03,2855.24
30/03/2017,3153.45,3382.41,2325.07,3233.4,2395.89,2884.75
31/03/2017,3165.85,3391.84,2342.24,3248.63,2408.98,2882.31
03/04/2017,3148.38,3385.25,2332.87,3249.6,2409.07,2867.02
04/04/2017,3144.04,3393.82,2331.4,3260.87,2414.85,2871.45
05/04/2017,3148.01,3392.44,2335.64,3267.32,2426.92,2880.07
06/04/2017,3157.84,3399.52,2343.05,3276.29,2437.4,2892.03
07/04/2017,3160.02,3404.57,2344.1,3279.15,2439.98,2902.57
10/04/2017,3167.99,3415.5,2347.2,3295.53,2452.06,2907.2
11/04/2017,3164.56,3420.7,2350.21,3302.29,2448.91,2900.11
12/04/2017,3164.62,3442.56,2355.33,3328.52,2469.15,2901.28
13/04/2017,3156.96,3448.61,2349.35,3336.02,2474.35,2891.69
18/04/2017,3128.6,3430.47,2333.2,3318.13,2463.49,2850.17
19/04/2017,3157.15,3437.11,2342.87,3331.97,2481.89,2868.24
20/04/2017,3166.49,3445.07,2343.72,3327.85,2483.57,2874.66
21/04/2017,3166.04,3446.02,2343.53,3326.25,2482.47,2872.32
24/04/2017,3245.87,3492.41,2388.85,3351.35,2508.03,2934.15
25/04/2017,3250.02,3496.08,2385.58,3352.99,2518.14,2949.85
26/04/2017,3263.58,3522.31,2391.75,3381.55,2539.28,2976.58
27/04/2017,3253.81,3539.75,2387.81,3393.27,2536.95,2952.18
28/04/2017,3258.48,3531.11,2381.89,3386.77,2536.75,2968.3
02/05/2017,3280.13,3564.71,2407.11,3417.41,2561.61,2979.21
03/05/2017,3267.88,3551.14,2407.69,3399.56,2542.65,2960.6
04/05/2017,3296.69,3575.47,2424.86,3413.07,2549.84,2967.91
05/05/2017,3337.63,3589.19,2440.54,3430.82,2563.33,2996.23
08/05/2017,3336.02,3586.39,2444.35,3435.96,2566.62,2979.75
09/05/2017,3346.11,3611.09,2452.15,3453.95,2583.63,2998.15
10/05/2017,3356.93,3614.76,2459.81,3464.87,2585.94,3003.61
11/05/2017,3327.69,3601.56,2437.09,3445.68,2569.86,2994.41
12/05/2017,3333.6,3616.95,2444.04,3454.01,2562.67,2979.14
15/05/2017,3341.89,3611.58,2446.33,3448.86,2558.73,2998.74
16/05/2017,3337.54,3614.89,2447.51,3439.9,2547.96,2996.99
17/05/2017,3294.26,3568.04,2422.9,3397.92,2513.26,2944.45
18/05/2017,3281.58,3560.22,2414.93,3391.14,2502.07,2924.16
19/05/2017,3317.04,3579.4,2432.13,3408.41,2522.24,2952.74
22/05/2017,3321.12,3586.43,2440.95,3409.73,2518.63,2947.89
23/05/2017,3329.51,3595.46,2445.54,3416.45,2523.92,2957.29
24/05/2017,3335.65,3601.88,2450.84,3427.72,2531.76,2962.52
25/05/2017,3336.66,3606.24,2445.61,3432.34,2526.4,2951.32
26/05/2017,3326.59,3606.09,2434.86,3423.52,2518.47,2948.03
29/05/2017,3321.76,3599.53,2435.28,3419.04,2515.02,2946.04
30/05/2017,3318.85,3602.77,2434.37,3425.07,2518.07,2946.82
31/05/2017,3305.03,3612.01,2431.12,3429.04,2500.65,2931.02
01/06/2017,3329.21,3637.63,2446.97,3451.99,2516.55,2945.83
02/06/2017,3330.02,3652.55,2439.79,3457.83,2511.05,2949.68
05/06/2017,3320.79,3642.7,2433.85,3451.73,2501.56,2944.19
06/06/2017,3294.15,3618.98,2414.62,3428.68,2470.77,2923.04
07/06/2017,3300.85,3615.02,2421.58,3439.48,2482.16,2935.72
08/06/2017,3309.2,3600.76,2428.72,3436.72,2485.86,2940.95
09/06/2017,3315.64,3608.74,2426.47,3437.52,2482.58,2958.76
12/06/2017,3294.37,3558.77,2412.22,3391.85,2450.67,2922.78
13/06/2017,3316.11,3587.83,2427.8,3423.84,2471.55,2946.48
14/06/2017,3312.07,3595.25,2429.12,3429.57,2479.06,2926.13
15/06/2017,3277.66,3571.59,2412.86,3399.39,2451.44,2900.62
16/06/2017,3296.36,3611.97,2425.44,3437.63,2474.82,2920.53
19/06/2017,3319.53,3639.68,2438.69,3457.82,2489.23,2954.09
20/06/2017,3289.94,3625.07,2421.3,3433.11,2463.46,2917.21
21/06/2017,3294.18,3616.23,2414.15,3421.27,2461.61,2923.77
22/06/2017,3287.79,3612.86,2406.66,3417.88,2458.55,2923.25
23/06/2017,3279.36,3605.56,2405.33,3418.41,2460.53,2919.24
26/06/2017,3283.68,3613.06,2411.08,3417.52,2459.52,2920.73
27/06/2017,3248.57,3570.6,2386.56,3376.05,2430.56,2908.32
28/06/2017,3263.62,3557.12,2393.49,3372.02,2436.85,2915.12
29/06/2017,3226.66,3498.64,2379.86,3327.15,2411.29,2877.62
30/06/2017,3220.38,3507.28,2372.73,3340.69,2418.69,2877.03
03/07/2017,3256.81,3512.21,2390.31,3341.67,2429.19,2920.05
04/07/2017,3254.32,3499.81,2389.5,3330.95,2427.81,2915.47
05/07/2017,3261.18,3520.12,2390.4,3352.63,2440.17,2926.41
06/07/2017,3252.4,3479.89,2383.5,3320.42,2422.08,2910.12
07/07/2017,3253.02,3482.68,2380.85,3323.54,2420.63,2903.55
10/07/2017,3266.54,3496.77,2387.95,3339.26,2425.91,2918.68
11/07/2017,3250.71,3465.51,2370.43,3309.05,2401.39,2900.25
12/07/2017,3282.04,3519.62,2395.4,3352.76,2426.38,2936.19
13/07/2017,3308.92,3528.68,2417.14,3372.49,2446.59,2954.23
14/07/2017,3310.2,3545.11,2419,3380.2,2457.51,2961.35
17/07/2017,3314.31,3551.49,2424.65,3387.43,2465.1,2971.15
18/07/2017,3286.91,3522.72,2410.65,3366.57,2451.73,2939.77
19/07/2017,3309.67,3547.98,2429.25,3389.09,2472.84,2962.44
20/07/2017,3295.12,3524.96,2419.62,3374.8,2456.48,2937.06
21/07/2017,3253.61,3500.03,2405.26,3354.13,2436.12,2905.77
24/07/2017,3246.64,3477.28,2398.3,3338.18,2431.4,2908.38
25/07/2017,3266.38,3478.85,2405.95,3333.16,2429.26,2921.82
26/07/2017,3295.06,3507.38,2422.25,3362.5,2450.99,2947.19
27/07/2017,3293.83,3513.3,2426.07,3372.71,2463.46,2947.85
28/07/2017,3265.73,3472.06,2405.64,3334.07,2437.69,2919.85
31/07/2017,3260.81,3476.75,2408.28,3340.35,2440.66,2920.48
01/08/2017,3281.3,3491.46,2429.32,3364.04,2454.82,2942.22
02/08/2017,3268.09,3475.66,2426.71,3354.45,2445.04,2932.3
03/08/2017,3270.22,3476.01,2427.82,3351.71,2441.19,2937.95
04/08/2017,3293.73,3507.4,2445.87,3377.62,2462.82,2966.2
07/08/2017,3296.93,3503.95,2442.29,3370.61,2452.6,2971.23
08/08/2017,3303.63,3504.76,2444.22,3367.18,2445.71,2976.98
09/08/2017,3279.15,3495.03,2432.35,3362.36,2433.55,2946.27
10/08/2017,3253.25,3471.59,2415.07,3334.96,2417.24,2917.19
11/08/2017,3215.34,3444.73,2383.99,3301.3,2384.65,2877.28
14/08/2017,3249.43,3477.08,2411.75,3332.46,2412.13,2912.09
15/08/2017,3246.86,3478.27,2406.84,3326.91,2402.83,2912.89
16/08/2017,3278.18,3497.97,2421.99,3348.26,2427.08,2940.56
17/08/2017,3253.25,3501.24,2409.66,3343.49,2411.74,2916.3
18/08/2017,3230.89,3472.81,2395.92,3320.33,2392.14,2899.78
21/08/2017,3218.5,3467.66,2389.26,3314.51,2387.16,2886.84
22/08/2017,3243.85,3501.12,2390.76,3326.06,2402.1,2912.35
23/08/2017,3225.66,3481.93,2376.82,3305.08,2385.13,2898.27
24/08/2017,3225.59,3485.85,2387.08,3312.56,2376.2,2905.12
25/08/2017,3221.93,3478.73,2383.89,3308.74,2376.9,2901.14
28/08/2017,3207.1,3460.34,2375.54,3292.57,2365.3,2885.71
29/08/2017,3166.5,3433.29,2346.84,3256.43,2333.44,2842.35
30/08/2017,3192.52,3461.74,2364.73,3285.03,2355.21,2868.3
31/08/2017,3221.92,3488.5,2380.32,3316.19,2380.89,2896.23
01/09/2017,3241.02,3512.21,2387.12,3322.32,2388.29,2920.04
04/09/2017,3222.1,3496,2372.96,3304.62,2374.57,2902.85
05/09/2017,3218.59,3502.8,2368.92,3301.66,2379.89,2892.68
06/09/2017,3213.59,3494.94,2365.79,3295.18,2384.44,2886.07
07/09/2017,3219.85,3512.47,2367.68,3307.81,2393.71,2886.64
08/09/2017,3207.73,3522.31,2362.83,3313.89,2392.71,2893.42
11/09/2017,3243.78,3546.9,2387.82,3342.7,2413.29,2933.47
12/09/2017,3267.85,3554.01,2399.09,3354.31,2429.86,2955.96
13/09/2017,3264.93,3547.71,2395.91,3350.03,2424,2949.6
14/09/2017,3272.84,3555.08,2396.36,3365.69,2441.05,2951.65
15/09/2017,3271.08,3541.15,2394.7,3362.59,2440.42,2937.27
18/09/2017,3282.91,3551.87,2396.54,3371.33,2447.73,2956.5
19/09/2017,3288.58,3550.77,2399.88,3373.51,2452.56,2961.8
20/09/2017,3294.49,3552.66,2403.61,3383.52,2455.55,2958.75
21/09/2017,3298.95,3546.48,2407.01,3382.54,2460.49,2974.49
22/09/2017,3301.41,3552.12,2409.09,3386.02,2466.9,2977.45
25/09/2017,3302,3568.48,2418.19,3406.23,2482.67,2965.59
26/09/2017,3296.99,3563.45,2415.02,3398.88,2476.71,2967.11
27/09/2017,3318.68,3557.04,2426.97,3403.67,2490.05,3001.49
28/09/2017,3329.27,3577.97,2427.46,3422.05,2509.79,3014.92
29/09/2017,3349.17,3589.44,2440.23,3434.72,2521.44,3028.95
02/10/2017,3361.36,3614.29,2446.13,3456.49,2522.2,3041.55
03/10/2017,3366.87,3625.1,2446.24,3467.98,2531.83,3053.01
04/10/2017,3364.84,3629.91,2431.77,3466.69,2523.95,3040.61
05/10/2017,3367.04,3623.6,2438.07,3463.82,2519.86,3048.34
06/10/2017,3353.79,3603.23,2427.64,3444.81,2505.96,3030.88
09/10/2017,3352.81,3613.67,2434.14,3458.28,2511.94,3031.78
10/10/2017,3352.07,3619.89,2437.85,3463.48,2514.34,3032.69
11/10/2017,3350.01,3619.9,2435.86,3459.3,2506.3,3034.17
12/10/2017,3350.1,3631.16,2439.38,3466.09,2509.75,3036.66
13/10/2017,3363.98,3645.82,2446.86,3482.34,2529.54,3050.76
16/10/2017,3358.52,3642.88,2442.38,3479.36,2527.21,3051.51
17/10/2017,3347,3626.4,2434.42,3456.29,2509.81,3039.76
18/10/2017,3359.47,3639.04,2442.84,3468.47,2519.5,3050.8
19/10/2017,3339.91,3620.27,2434.4,3445.34,2487.62,3024.27
20/10/2017,3356.27,3623.32,2443.96,3459.57,2501.07,3045.54
23/10/2017,3361.74,3636.3,2440.08,3470.74,2501.54,3051.53
24/10/2017,3351.14,3614.41,2431.27,3444.48,2486.71,3052.61
25/10/2017,3336.78,3611.76,2417.01,3447.61,2485.84,3043.43
26/10/2017,3368.78,3647.8,2441.6,3479.73,2501.04,3073.89
27/10/2017,3378.23,3680.98,2439.37,3504.66,2516.46,3072.71
30/10/2017,3391.31,3686.61,2448.17,3515.04,2529.81,3081.48
31/10/2017,3396.4,3702.24,2454.46,3529.01,2546.98,3086.53
01/11/2017,3418.07,3710.32,2453.55,3529.47,2559.96,3105.91
02/11/2017,3398.41,3664.31,2439.41,3481.84,2531.18,3088.76
03/11/2017,3389.97,3697.37,2435.39,3506.35,2541.5,3088.8
06/11/2017,3400.85,3708.67,2443.73,3519.9,2547.47,3089.54
07/11/2017,3377.16,3692.7,2435.82,3501.32,2530.56,3073.32
08/11/2017,3371.37,3693.08,2436,3497.13,2519.75,3056.57
09/11/2017,3324.84,3645.29,2416.64,3440.41,2486.77,3020.28
10/11/2017,3306.84,3635.72,2412.32,3436.37,2482.18,3021.74
13/11/2017,3269.34,3613.31,2389.58,3400.61,2450.73,2983.76
14/11/2017,3251.17,3607.62,2375.59,3390.13,2443.46,2972.54
15/11/2017,3236.26,3584.54,2365.66,3370.49,2425.91,2956.59
16/11/2017,3271.98,3626.35,2384.07,3421.82,2462.8,2995.61
17/11/2017,3255.49,3618.54,2370.8,3409.93,2448.37,2986.71
20/11/2017,3267.25,3658.6,2379.02,3440.08,2463.6,3015.27
21/11/2017,3277.45,3677.36,2380.02,3457.55,2476.27,3020.63
22/11/2017,3274.59,3664.97,2381.55,3444.78,2475.3,3009.79
23/11/2017,3277.67,3666.38,2378.37,3441.52,2473.6,3011.25
24/11/2017,3265.72,3658.24,2368,3427.18,2461.57,3002.28
27/11/2017,3255.54,3645.79,2364.03,3415.29,2450.55,2993.52
28/11/2017,3274.95,3662.31,2376.83,3435.09,2463.87,3003.89
29/11/2017,3297.08,3650.94,2406.96,3442.11,2490.19,3032.26
30/11/2017,3296.72,3653.14,2408.38,3444.54,2485.45,3028.79
01/12/2017,3273.27,3632.32,2395.41,3427.26,2480.72,3008.98
04/12/2017,3296.83,3663.45,2417.07,3447.93,2491.98,3036.95
05/12/2017,3287.26,3664.73,2413.46,3438.42,2482.48,3032.8
06/12/2017,3276.04,3672.32,2410.01,3439.96,2475.76,3023.64
07/12/2017,3287.45,3672.23,2417.78,3439.76,2486.77,3030.41
08/12/2017,3319.74,3689.29,2435.92,3466.61,2508.62,3060.83
11/12/2017,3323.7,3673.81,2427.76,3453.75,2507.68,3052.89
12/12/2017,3346.59,3691.41,2439.24,3466.99,2523.53,3063.28
13/12/2017,3343.26,3691.92,2424.69,3466.18,2518.83,3048.59
14/12/2017,3344.99,3684.68,2419.85,3464.55,2523.19,3039.03
15/12/2017,3338.57,3674.44,2413.27,3447,2513.57,3027.37
18/12/2017,3388.17,3712.81,2435.31,3483.66,2548.48,3064.46
19/12/2017,3388.15,3698.83,2430.31,3479.59,2546.24,3064.61
20/12/2017,3377.29,3676.31,2419.75,3466.21,2544.48,3051.1
21/12/2017,3389.27,3687.9,2428.85,3477.73,2551.38,3058.98
